timestamp;ipO;portO;ipD;portD;signature;class;priority;eth
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.13;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.14;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.15;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.16;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.17;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.102;10.13.1.52;NULL;10.100.113.18;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.106;10.13.1.52;NULL;10.100.113.21;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.27;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.28;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.29;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.30;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.31;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:53.84;10.13.1.52;NULL;10.100.113.32;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.1;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.2;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.3;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.4;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.5;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.6;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.7;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.8;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.9;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.10;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.13;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.14;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.15;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.16;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.17;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.18;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.35;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.024;10.13.1.52;NULL;10.100.113.36;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.41;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.42;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.43;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.44;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.45;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.46;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.47;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.48;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.49;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.50;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.55;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.56;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.57;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.58;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.59;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.60;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.61;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.62;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.63;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.025;10.13.1.52;NULL;10.100.113.64;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.03;10.13.1.52;NULL;10.100.113.21;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.27;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.28;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.29;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.30;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.31;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.765;10.13.1.52;NULL;10.100.113.32;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.35;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.36;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.41;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.42;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.43;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.44;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.45;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.46;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.47;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.48;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.49;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.50;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.55;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.56;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.57;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.58;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.59;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.60;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.61;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.62;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.63;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:54.948;10.13.1.52;NULL;10.100.113.64;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.505;10.13.1.52;NULL;10.100.113.81;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.84;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.85;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.86;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.87;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.88;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.89;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.90;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.91;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.92;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.93;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.94;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.95;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.96;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.97;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.98;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.99;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.100;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.688;10.13.1.52;NULL;10.100.113.101;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.102;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.103;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.104;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.105;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.106;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.107;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.108;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.109;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.110;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.111;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.689;10.13.1.52;NULL;10.100.113.112;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.113;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.114;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.115;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.116;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.117;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.118;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.119;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.120;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.121;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.122;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.123;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.124;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.125;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.126;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.127;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.128;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.129;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.130;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.69;10.13.1.52;NULL;10.100.113.133;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.136;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.137;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.138;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.139;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.140;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.141;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.142;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.143;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.144;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.147;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.148;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.149;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.150;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.151;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:55.693;10.13.1.52;NULL;10.100.113.152;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.81;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.84;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.85;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.86;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.87;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.88;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.89;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
2008-12-05 08:58:56.429;10.13.1.52;NULL;10.100.113.90;NULL;[1:469:4] ICMP PING NMAP;Attempted Information Leak;2;6
